0       <= x <     630; y_0     =        77.06 +     -0.000601x; Linear Approximation
8340.0  <= x <  8370.0; y_278   =       641.00 +     -0.066667x; Piecewise Interpolation
8370.0  <= x <  8400.0; y_279   =      4826.00 +     -0.566667x; Piecewise Interpolation
8400.0  <= x <  8430.0; y_280   =      -494.00 +      0.066667x; Piecewise Interpolation
8430.0  <= x <  8460.0; y_281   =     -5271.00 +      0.633333x; Piecewise Interpolation
8460.0  <= x <  8490.0; y_282   =       933.00 +     -0.100000x; Piecewise Interpolation
8490.0  <= x <  8520.0; y_283   =      5178.00 +     -0.600000x; Piecewise Interpolation
8520.0  <= x <  8550.0; y_284   =      -786.00 +      0.100000x; Piecewise Interpolation
8550.0  <= x <  8580.0; y_285   =     -2781.00 +      0.333333x; Piecewise Interpolation
8580.0  <= x <  8610.0; y_286   =     -1065.00 +      0.133333x; Piecewise Interpolation
8610.0  <= x <  8640.0; y_287   =      4962.00 +     -0.566667x; Piecewise Interpolation
8640.0  <= x <  8670.0; y_288   =      -510.00 +      0.066667x; Piecewise Interpolation
8670.0  <= x <  8700.0; y_289   =      -221.00 +      0.033333x; Piecewise Interpolation
8700.0  <= x <  8730.0; y_290   =       649.00 +     -0.066667x; Piecewise Interpolation
8730.0  <= x <  8760.0; y_291   =     -4589.00 +      0.533333x; Piecewise Interpolation
8760.0  <= x <  8790.0; y_292   =      1835.00 +     -0.200000x; Piecewise Interpolation
8790.0  <= x <  8820.0; y_293   =     -2853.00 +      0.333333x; Piecewise Interpolation
8820.0  <= x <  8850.0; y_294   =      1851.00 +     -0.200000x; Piecewise Interpolation
8850.0  <= x <  8880.0; y_295   =      4506.00 +     -0.500000x; Piecewise Interpolation
8880.0  <= x <  8910.0; y_296   =      -526.00 +      0.066667x; Piecewise Interpolation
8910.0  <= x <  8940.0; y_297   =     -4981.00 +      0.566667x; Piecewise Interpolation
8940.0  <= x <  8970.0; y_298   =      1873.00 +     -0.200000x; Piecewise Interpolation
8970.0  <= x <  9000.0; y_299   =      1275.00 +     -0.133333x; Piecewise Interpolation
9000.0  <= x <  9030.0; y_300   =     -2025.00 +      0.233333x; Piecewise Interpolation
9030.0  <= x <  9060.0; y_301   =      5500.00 +     -0.600000x; Piecewise Interpolation
9060.0  <= x <  9090.0; y_302   =      -540.00 +      0.066667x; Piecewise Interpolation
9090.0  <= x <  9120.0; y_303   =     -5388.00 +      0.600000x; Piecewise Interpolation
9120.0  <= x <  9150.0; y_304   =       388.00 +     -0.033333x; Piecewise Interpolation
9150.0  <= x <  9180.0; y_305   =      4658.00 +     -0.500000x; Piecewise Interpolation
9180.0  <= x <  9210.0; y_306   =     -2380.00 +      0.266667x; Piecewise Interpolation
9210.0  <= x <  9240.0; y_307   =      3146.00 +     -0.333333x; Piecewise Interpolation
9240.0  <= x <  9270.0; y_308   =     -5170.00 +      0.566667x; Piecewise Interpolation
9270.0  <= x <  9300.0; y_309   =       392.00 +     -0.033333x; Piecewise Interpolation
9300.0  <= x <  9330.0; y_310   =      1012.00 +     -0.100000x; Piecewise Interpolation
9330.0  <= x <  9360.0; y_311   =     -1476.00 +      0.166667x; Piecewise Interpolation
9360.0  <= x <  9390.0; y_312   =      2268.00 +     -0.233333x; Piecewise Interpolation
9390.0  <= x <  9420.0; y_313   =      4146.00 +     -0.433333x; Piecewise Interpolation
9420.0  <= x <  9450.0; y_314   =     -5902.00 +      0.633333x; Piecewise Interpolation
9450.0  <= x <  9480.0; y_315   =      4493.00 +     -0.466667x; Piecewise Interpolation
9480.0  <= x <  9510.0; y_316   =     -3091.00 +      0.333333x; Piecewise Interpolation
9510.0  <= x <  9540.0; y_317   =     -1506.00 +      0.166667x; Piecewise Interpolation
9540.0  <= x <  9570.0; y_318   =      1356.00 +     -0.133333x; Piecewise Interpolation
9570.0  <= x <  9600.0; y_319   =      -877.00 +      0.100000x; Piecewise Interpolation
9600.0  <= x <  9630.0; y_320   =      3603.00 +     -0.366667x; Piecewise Interpolation
9630.0  <= x <  9660.0; y_321   =     -3138.00 +      0.333333x; Piecewise Interpolation
9660.0  <= x <  9690.0; y_322   =      1048.00 +     -0.100000x; Piecewise Interpolation
9690.0  <= x <  9720.0; y_323   =      4601.00 +     -0.466667x; Piecewise Interpolation
9720.0  <= x <  9750.0; y_324   =      -907.00 +      0.100000x; Piecewise Interpolation
9750.0  <= x <  9780.0; y_325   =      1043.00 +     -0.100000x; Piecewise Interpolation
9780.0  <= x <  9810.0; y_326   =      -587.00 +      0.066667x; Piecewise Interpolation
9810.0  <= x <  9840.0; y_327   =     -4838.00 +      0.500000x; Piecewise Interpolation
9840.0  <= x <  9870.0; y_328   =      4674.00 +     -0.466667x; Piecewise Interpolation
9870.0  <= x <  9900.0; y_329   =      1055.00 +     -0.100000x; Piecewise Interpolation
9900.0  <= x <  9930.0; y_330   =     -1255.00 +      0.133333x; Piecewise Interpolation
9930.0  <= x <  9960.0; y_331   =     -3903.00 +      0.400000x; Piecewise Interpolation
9960.0  <= x <  9990.0; y_332   =      3733.00 +     -0.366667x; Piecewise Interpolation
9990.0  <= x < 10020.0; y_333   =     -2261.00 +      0.233333x; Piecewise Interpolation
10020.0 <= x < 10050.0; y_334   =      4419.00 +     -0.433333x; Piecewise Interpolation
10050.0 <= x < 10080.0; y_335   =      -271.00 +      0.033333x; Piecewise Interpolation
10080.0 <= x < 10110.0; y_336   =     -3295.00 +      0.333333x; Piecewise Interpolation
10110.0 <= x < 10140.0; y_337   =      -599.00 +      0.066667x; Piecewise Interpolation
10140.0 <= x < 10170.0; y_338   =      -261.00 +      0.033333x; Piecewise Interpolation
10170.0 <= x < 10200.0; y_339   =     -1278.00 +      0.133333x; Piecewise Interpolation
10200.0 <= x < 10230.0; y_340   =      3142.00 +     -0.300000x; Piecewise Interpolation
10230.0 <= x < 10260.0; y_341   =      -609.00 +      0.066667x; Piecewise Interpolation
10260.0 <= x < 10290.0; y_342   =       759.00 +     -0.066667x; Piecewise Interpolation
10290.0 <= x < 10320.0; y_343   =     -2671.00 +      0.266667x; Piecewise Interpolation
10320.0 <= x < 10350.0; y_344   =      2833.00 +     -0.266667x; Piecewise Interpolation
10350.0 <= x < 10380.0; y_345   =      3178.00 +     -0.300000x; Piecewise Interpolation
10380.0 <= x < 10410.0; y_346   =        64.00 +      0.000000x; Piecewise Interpolation
10410.0 <= x < 10440.0; y_347   =     -6182.00 +      0.600000x; Piecewise Interpolation
10440.0 <= x < 10470.0; y_348   =      6694.00 +     -0.633333x; Piecewise Interpolation
10470.0 <= x < 10500.0; y_349   =      -984.00 +      0.100000x; Piecewise Interpolation
10500.0 <= x < 10530.0; y_350   =     -5534.00 +      0.533333x; Piecewise Interpolation
10530.0 <= x < 10560.0; y_351   =      5698.00 +     -0.533333x; Piecewise Interpolation
10560.0 <= x < 10590.0; y_352   =       418.00 +     -0.033333x; Piecewise Interpolation
10590.0 <= x < 10620.0; y_353   =      -288.00 +      0.033333x; Piecewise Interpolation
10620.0 <= x < 10650.0; y_354   =     -6306.00 +      0.600000x; Piecewise Interpolation
10650.0 <= x < 10680.0; y_355   =       794.00 +     -0.066667x; Piecewise Interpolation
10680.0 <= x < 10710.0; y_356   =       438.00 +     -0.033333x; Piecewise Interpolation
10710.0 <= x < 10740.0; y_357   =      5436.00 +     -0.500000x; Piecewise Interpolation
10740.0 <= x < 10770.0; y_358   =       782.00 +     -0.066667x; Piecewise Interpolation
10770.0 <= x < 10800.0; y_359   =     -5321.00 +      0.500000x; Piecewise Interpolation
10800.0 <= x < 10830.0; y_360   =     -1361.00 +      0.133333x; Piecewise Interpolation
10830.0 <= x < 10860.0; y_361   =      6220.00 +     -0.566667x; Piecewise Interpolation
10860.0 <= x < 10890.0; y_362   =      1152.00 +     -0.100000x; Piecewise Interpolation
10890.0 <= x < 10920.0; y_363   =      -300.00 +      0.033333x; Piecewise Interpolation
10920.0 <= x < 10950.0; y_364   =     -3576.00 +      0.333333x; Piecewise Interpolation
10950.0 <= x < 10980.0; y_365   =      3359.00 +     -0.300000x; Piecewise Interpolation
10980.0 <= x < 11010.0; y_366   =     -6523.00 +      0.600000x; Piecewise Interpolation
11010.0 <= x < 11040.0; y_367   =      1184.00 +     -0.100000x; Piecewise Interpolation
11040.0 <= x < 11070.0; y_368   =      6336.00 +     -0.566667x; Piecewise Interpolation
11070.0 <= x < 11100.0; y_369   =     -1044.00 +      0.100000x; Piecewise Interpolation
11100.0 <= x < 11130.0; y_370   =     -1044.00 +      0.100000x; Piecewise Interpolation
11130.0 <= x < 11160.0; y_371   =     -4012.00 +      0.366667x; Piecewise Interpolation
11160.0 <= x < 11190.0; y_372   =        80.00 +      0.000000x; Piecewise Interpolation
11190.0 <= x < 11220.0; y_373   =      -293.00 +      0.033333x; Piecewise Interpolation
11220.0 <= x < 11250.0; y_374   =      6813.00 +     -0.600000x; Piecewise Interpolation
11250.0 <= x < 11280.0; y_375   =     -6687.00 +      0.600000x; Piecewise Interpolation
11280.0 <= x < 11310.0; y_376   =      6473.00 +     -0.566667x; Piecewise Interpolation
11310.0 <= x < 11340.0; y_377   =       441.00 +     -0.033333x; Piecewise Interpolation
11340.0 <= x < 11370.0; y_378   =      -315.00 +      0.033333x; Piecewise Interpolation
11370.0 <= x < 11400.0; y_379   =     -6379.00 +      0.566667x; Piecewise Interpolation
11400.0 <= x < 11430.0; y_380   =      -679.00 +      0.066667x; Piecewise Interpolation
11430.0 <= x < 11460.0; y_381   =      1607.00 +     -0.133333x; Piecewise Interpolation
11460.0 <= x < 11490.0; y_382   =      5427.00 +     -0.466667x; Piecewise Interpolation
11490.0 <= x < 11520.0; y_383   =     -5297.00 +      0.466667x; Piecewise Interpolation
11520.0 <= x < 11550.0; y_384   =     -1457.00 +      0.133333x; Piecewise Interpolation
11550.0 <= x < 11580.0; y_385   =      4703.00 +     -0.400000x; Piecewise Interpolation
11580.0 <= x < 11610.0; y_386   =     -4175.00 +      0.366667x; Piecewise Interpolation
11610.0 <= x < 11640.0; y_387   =       856.00 +     -0.066667x; Piecewise Interpolation
11640.0 <= x < 11670.0; y_388   =       468.00 +     -0.033333x; Piecewise Interpolation
11670.0 <= x < 11700.0; y_389   =        79.00 +      0.000000x; Piecewise Interpolation
11700.0 <= x < 11730.0; y_390   =        79.00 +      0.000000x; Piecewise Interpolation
11730.0 <= x < 11760.0; y_391   =      3989.00 +     -0.333333x; Piecewise Interpolation
11760.0 <= x < 11790.0; y_392   =     -5419.00 +      0.466667x; Piecewise Interpolation
11790.0 <= x < 11820.0; y_393   =      1655.00 +     -0.133333x; Piecewise Interpolation
11820.0 <= x < 11850.0; y_394   =      6383.00 +     -0.533333x; Piecewise Interpolation
11850.0 <= x < 11880.0; y_395   =     -1517.00 +      0.133333x; Piecewise Interpolation
11880.0 <= x < 11910.0; y_396   =     -5477.00 +      0.466667x; Piecewise Interpolation
11910.0 <= x < 11940.0; y_397   =      5639.00 +     -0.466667x; Piecewise Interpolation
11940.0 <= x < 11970.0; y_398   =      1261.00 +     -0.100000x; Piecewise Interpolation
11970.0 <= x < 12000.0; y_399   =      -734.00 +      0.066667x; Piecewise Interpolation
12000.0 <= x < 12030.0; y_400   =     -5934.00 +      0.500000x; Piecewise Interpolation
12030.0 <= x < 12060.0; y_401   =       883.00 +     -0.066667x; Piecewise Interpolation
12060.0 <= x < 12090.0; y_402   =      2089.00 +     -0.166667x; Piecewise Interpolation
12090.0 <= x < 12120.0; y_403   =     -1941.00 +      0.166667x; Piecewise Interpolation
12120.0 <= x < 12150.0; y_404   =      6543.00 +     -0.533333x; Piecewise Interpolation
12150.0 <= x < 12180.0; y_405   =     -1962.00 +      0.166667x; Piecewise Interpolation
12180.0 <= x < 12210.0; y_406   =     -6834.00 +      0.566667x; Piecewise Interpolation
12210.0 <= x < 12240.0; y_407   =      7004.00 +     -0.566667x; Piecewise Interpolation
12240.0 <= x < 12270.0; y_408   =     -6460.00 +      0.533333x; Piecewise Interpolation
12270.0 <= x < 12300.0; y_409   =      6628.00 +     -0.533333x; Piecewise Interpolation
12300.0 <= x < 12330.0; y_410   =     -4032.00 +      0.333333x; Piecewise Interpolation
12330.0 <= x < 12360.0; y_411   =      4188.00 +     -0.333333x; Piecewise Interpolation
12360.0 <= x < 12390.0; y_412   =     -6112.00 +      0.500000x; Piecewise Interpolation
12390.0 <= x < 12420.0; y_413   =      6691.00 +     -0.533333x; Piecewise Interpolation
12420.0 <= x < 12450.0; y_414   =      1309.00 +     -0.100000x; Piecewise Interpolation
12450.0 <= x < 12480.0; y_415   =     -8651.00 +      0.700000x; Piecewise Interpolation
12480.0 <= x < 12510.0; y_416   =      8405.00 +     -0.666667x; Piecewise Interpolation
12510.0 <= x < 12540.0; y_417   =     -4939.00 +      0.400000x; Piecewise Interpolation
12540.0 <= x < 12570.0; y_418   =      5929.00 +     -0.466667x; Piecewise Interpolation
12570.0 <= x < 12600.0; y_419   =     -1194.00 +      0.100000x; Piecewise Interpolation
12600.0 <= x < 12630.0; y_420   =     -6234.00 +      0.500000x; Piecewise Interpolation
12630.0 <= x < 12660.0; y_421   =      1765.00 +     -0.133333x; Piecewise Interpolation
12660.0 <= x < 12690.0; y_422   =     -2455.00 +      0.200000x; Piecewise Interpolation
12690.0 <= x < 12720.0; y_423   =      3044.00 +     -0.233333x; Piecewise Interpolation
12720.0 <= x < 12750.0; y_424   =     -1196.00 +      0.100000x; Piecewise Interpolation
12750.0 <= x < 12780.0; y_425   =      6454.00 +     -0.500000x; Piecewise Interpolation
12780.0 <= x < 12810.0; y_426   =      -362.00 +      0.033333x; Piecewise Interpolation
12810.0 <= x < 12840.0; y_427   =     -5913.00 +      0.466667x; Piecewise Interpolation
12840.0 <= x < 12870.0; y_428   =     -1205.00 +      0.100000x; Piecewise Interpolation
12870.0 <= x < 12900.0; y_429   =      -347.00 +      0.033333x; Piecewise Interpolation
12900.0 <= x < 12930.0; y_430   =      3093.00 +     -0.233333x; Piecewise Interpolation
12930.0 <= x < 12960.0; y_431   =      -355.00 +      0.033333x; Piecewise Interpolation
12960.0 <= x < 12990.0; y_432   =      5261.00 +     -0.400000x; Piecewise Interpolation
12990.0 <= x < 13020.0; y_433   =      -801.00 +      0.066667x; Piecewise Interpolation
13020.0 <= x < 13050.0; y_434   =      1369.00 +     -0.100000x; Piecewise Interpolation
13050.0 <= x < 13080.0; y_435   =     -1676.00 +      0.133333x; Piecewise Interpolation
13080.0 <= x < 13110.0; y_436   =       940.00 +     -0.066667x; Piecewise Interpolation
13110.0 <= x < 13140.0; y_437   =      -808.00 +      0.066667x; Piecewise Interpolation
13140.0 <= x < 13170.0; y_438   =     -4750.00 +      0.366667x; Piecewise Interpolation
13170.0 <= x < 13200.0; y_439   =     -2116.00 +      0.166667x; Piecewise Interpolation
13200.0 <= x < 13230.0; y_440   =      1844.00 +     -0.133333x; Piecewise Interpolation
13230.0 <= x < 13260.0; y_441   =      1403.00 +     -0.100000x; Piecewise Interpolation
13260.0 <= x < 13290.0; y_442   =     -1249.00 +      0.100000x; Piecewise Interpolation
13290.0 <= x < 13320.0; y_443   =      5839.00 +     -0.433333x; Piecewise Interpolation
13320.0 <= x < 13350.0; y_444   =      1843.00 +     -0.133333x; Piecewise Interpolation
13350.0 <= x < 13380.0; y_445   =     -1272.00 +      0.100000x; Piecewise Interpolation
13380.0 <= x < 13410.0; y_446   =       958.00 +     -0.066667x; Piecewise Interpolation
13410.0 <= x < 13440.0; y_447   =       958.00 +     -0.066667x; Piecewise Interpolation
13440.0 <= x < 13470.0; y_448   =     -1282.00 +      0.100000x; Piecewise Interpolation
13470.0 <= x < 13500.0; y_449   =     -1731.00 +      0.133333x; Piecewise Interpolation
13500.0 <= x < 13530.0; y_450   =     -3981.00 +      0.300000x; Piecewise Interpolation
13530.0 <= x < 13560.0; y_451   =       980.00 +     -0.066667x; Piecewise Interpolation
13560.0 <= x < 13590.0; y_452   =      5048.00 +     -0.366667x; Piecewise Interpolation
13590.0 <= x < 13620.0; y_453   =     -1294.00 +      0.100000x; Piecewise Interpolation
13620.0 <= x < 13650.0; y_454   =      2338.00 +     -0.166667x; Piecewise Interpolation
13650.0 <= x < 13680.0; y_455   =     -6307.00 +      0.466667x; Piecewise Interpolation
13680.0 <= x < 13710.0; y_456   =      6005.00 +     -0.433333x; Piecewise Interpolation
13710.0 <= x < 13740.0; y_457   =      -850.00 +      0.066667x; Piecewise Interpolation
13740.0 <= x < 13770.0; y_458   =     -7720.00 +      0.566667x; Piecewise Interpolation
13770.0 <= x < 13800.0; y_459   =      2837.00 +     -0.200000x; Piecewise Interpolation
13800.0 <= x < 13830.0; y_460   =      1917.00 +     -0.133333x; Piecewise Interpolation
13830.0 <= x < 13860.0; y_461   =     -3154.00 +      0.233333x; Piecewise Interpolation
13860.0 <= x < 13890.0; y_462   =      3776.00 +     -0.266667x; Piecewise Interpolation
13890.0 <= x < 13920.0; y_463   =     -2706.00 +      0.200000x; Piecewise Interpolation
13920.0 <= x < 13950.0; y_464   =     -2242.00 +      0.166667x; Piecewise Interpolation
13950.0 <= x < 13980.0; y_465   =      2873.00 +     -0.200000x; Piecewise Interpolation
13980.0 <= x < 14010.0; y_466   =      5669.00 +     -0.400000x; Piecewise Interpolation
14010.0 <= x < 14040.0; y_467   =      -869.00 +      0.066667x; Piecewise Interpolation
14040.0 <= x < 14070.0; y_468   =       535.00 +     -0.033333x; Piecewise Interpolation
14070.0 <= x < 14100.0; y_469   =      -403.00 +      0.033333x; Piecewise Interpolation
14100.0 <= x < 14130.0; y_470   =     -5103.00 +      0.366667x; Piecewise Interpolation
14130.0 <= x < 14160.0; y_471   =       549.00 +     -0.033333x; Piecewise Interpolation
14160.0 <= x < 14190.0; y_472   =      1021.00 +     -0.066667x; Piecewise Interpolation
14190.0 <= x < 14220.0; y_473   =      2913.00 +     -0.200000x; Piecewise Interpolation
14220.0 <= x < 14250.0; y_474   =     -7041.00 +      0.500000x; Piecewise Interpolation
14250.0 <= x < 14280.0; y_475   =      3884.00 +     -0.266667x; Piecewise Interpolation
14280.0 <= x < 14310.0; y_476   =     -2304.00 +      0.166667x; Piecewise Interpolation
14310.0 <= x < 14340.0; y_477   =      -873.00 +      0.066667x; Piecewise Interpolation
14340.0 <= x < 14370.0; y_478   =        83.00 +      0.000000x; Piecewise Interpolation
14370.0 <= x < 14400.0; y_479   =      4873.00 +     -0.333333x; Piecewise Interpolation
14400.0 <= x < 14430.0; y_480   =     -1847.00 +      0.133333x; Piecewise Interpolation
14430.0 <= x < 14460.0; y_481   =     -2809.00 +      0.200000x; Piecewise Interpolation
14460.0 <= x < 14490.0; y_482   =      8759.00 +     -0.600000x; Piecewise Interpolation
14490.0 <= x < 14520.0; y_483   =        65.00 +      0.000000x; Piecewise Interpolation
14520.0 <= x < 14550.0; y_484   =       549.00 +     -0.033333x; Piecewise Interpolation
14550.0 <= x < 14580.0; y_485   =     -9636.00 +      0.666667x; Piecewise Interpolation
14580.0 <= x < 14610.0; y_486   =      2028.00 +     -0.133333x; Piecewise Interpolation
14610.0 <= x < 14640.0; y_487   =      7872.00 +     -0.533333x; Piecewise Interpolation
14640.0 <= x < 14670.0; y_488   =      -912.00 +      0.066667x; Piecewise Interpolation
14670.0 <= x < 14700.0; y_489   =     -6291.00 +      0.433333x; Piecewise Interpolation
14700.0 <= x < 14730.0; y_490   =     -1881.00 +      0.133333x; Piecewise Interpolation
14730.0 <= x < 14760.0; y_491   =      -408.00 +      0.033333x; Piecewise Interpolation
14760.0 <= x < 14790.0; y_492   =      1068.00 +     -0.066667x; Piecewise Interpolation
14790.0 <= x < 14820.0; y_493   =      9942.00 +     -0.666667x; Piecewise Interpolation
14820.0 <= x < 14850.0; y_494   =     -1420.00 +      0.100000x; Piecewise Interpolation
14850.0 <= x < 14880.0; y_495   =      1055.00 +     -0.066667x; Piecewise Interpolation
14880.0 <= x < 14910.0; y_496   =     -8865.00 +      0.600000x; Piecewise Interpolation
14910.0 <= x < 14940.0; y_497   =        81.00 +      0.000000x; Piecewise Interpolation
14940.0 <= x < 14970.0; y_498   =      -915.00 +      0.066667x; Piecewise Interpolation
14970.0 <= x < 15000.0; y_499   =     10063.00 +     -0.666667x; Piecewise Interpolation
15000.0 <= x < 15030.0; y_500   =     -6937.00 +      0.466667x; Piecewise Interpolation
15030.0 <= x < 15060.0; y_501   =     -2929.00 +      0.200000x; Piecewise Interpolation
15060.0 <= x < 15090.0; y_502   =     10123.00 +     -0.666667x; Piecewise Interpolation
15090.0 <= x < 15120.0; y_503   =    -10500.00 +      0.700000x; Piecewise Interpolation
15120.0 <= x < 15150.0; y_504   =     12684.00 +     -0.833333x; Piecewise Interpolation
15150.0 <= x < 15180.0; y_505   =     -2466.00 +      0.166667x; Piecewise Interpolation
15180.0 <= x < 15210.0; y_506   =       570.00 +     -0.033333x; Piecewise Interpolation
15210.0 <= x < 15240.0; y_507   =    -10077.00 +      0.666667x; Piecewise Interpolation
15240.0 <= x < 15270.0; y_508   =      9735.00 +     -0.633333x; Piecewise Interpolation
15270.0 <= x < 15300.0; y_509   =     -3499.00 +      0.233333x; Piecewise Interpolation
15300.0 <= x < 15330.0; y_510   =      3641.00 +     -0.233333x; Piecewise Interpolation
15330.0 <= x < 15360.0; y_511   =     -9134.00 +      0.600000x; Piecewise Interpolation
15360.0 <= x < 15390.0; y_512   =      9298.00 +     -0.600000x; Piecewise Interpolation
15390.0 <= x < 15420.0; y_513   =       577.00 +     -0.033333x; Piecewise Interpolation
15420.0 <= x < 15450.0; y_514   =      -451.00 +      0.033333x; Piecewise Interpolation
15450.0 <= x < 15480.0; y_515   =        64.00 +      0.000000x; Piecewise Interpolation
15480.0 <= x < 15510.0; y_516   =        64.00 +      0.000000x; Piecewise Interpolation
15510.0 <= x < 15540.0; y_517   =        64.00 +      0.000000x; Piecewise Interpolation
15540.0 <= x < 15570.0; y_518   =     -9778.00 +      0.633333x; Piecewise Interpolation
15570.0 <= x < 15600.0; y_519   =     10982.00 +     -0.700000x; Piecewise Interpolation
15600.0 <= x < 15630.0; y_520   =      -978.00 +      0.066667x; Piecewise Interpolation
15630.0 <= x < 15660.0; y_521   =      1106.00 +     -0.066667x; Piecewise Interpolation
15660.0 <= x < 15690.0; y_522   =      -460.00 +      0.033333x; Piecewise Interpolation
15690.0 <= x < 15720.0; y_523   =        63.00 +      0.000000x; Piecewise Interpolation
15720.0 <= x < 15750.0; y_524   =    -10941.00 +      0.700000x; Piecewise Interpolation
15750.0 <= x < 15780.0; y_525   =      1134.00 +     -0.066667x; Piecewise Interpolation
15780.0 <= x < 15810.0; y_526   =     11654.00 +     -0.733333x; Piecewise Interpolation
15810.0 <= x < 15840.0; y_527   =      1114.00 +     -0.066667x; Piecewise Interpolation
15840.0 <= x < 15870.0; y_528   =     -4166.00 +      0.266667x; Piecewise Interpolation
15870.0 <= x < 15900.0; y_529   =     -6811.00 +      0.433333x; Piecewise Interpolation
15900.0 <= x < 15930.0; y_530   =      1669.00 +     -0.100000x; Piecewise Interpolation
15930.0 <= x < 15960.0; y_531   =      6448.00 +     -0.400000x; Piecewise Interpolation
15960.0 <= x < 15990.0; y_532   =      -468.00 +      0.033333x; Piecewise Interpolation
15990.0 <= x < 16020.0; y_533   =     -9529.00 +      0.600000x; Piecewise Interpolation
16020.0 <= x < 16050.0; y_534   =      3821.00 +     -0.233333x; Piecewise Interpolation
16050.0 <= x < 16080.0; y_535   =      6496.00 +     -0.400000x; Piecewise Interpolation
16080.0 <= x < 16110.0; y_536   =    -10120.00 +      0.633333x; Piecewise Interpolation
16110.0 <= x < 16140.0; y_537   =     10286.00 +     -0.633333x; Piecewise Interpolation
16140.0 <= x < 16170.0; y_538   =        64.00 +      0.000000x; Piecewise Interpolation
16170.0 <= x < 16200.0; y_539   =       603.00 +     -0.033333x; Piecewise Interpolation
16200.0 <= x < 16230.0; y_540   =     -5877.00 +      0.366667x; Piecewise Interpolation
16230.0 <= x < 16260.0; y_541   =      6025.00 +     -0.366667x; Piecewise Interpolation
16260.0 <= x < 16290.0; y_542   =     -1021.00 +      0.066667x; Piecewise Interpolation
16290.0 <= x < 16320.0; y_543   =     -9709.00 +      0.600000x; Piecewise Interpolation
16320.0 <= x < 16350.0; y_544   =      2259.00 +     -0.133333x; Piecewise Interpolation
16350.0 <= x < 16380.0; y_545   =     -2646.00 +      0.166667x; Piecewise Interpolation
16380.0 <= x < 16410.0; y_546   =      9912.00 +     -0.600000x; Piecewise Interpolation
16410.0 <= x < 16440.0; y_547   =      1707.00 +     -0.100000x; Piecewise Interpolation
16440.0 <= x < 16470.0; y_548   =     -8705.00 +      0.533333x; Piecewise Interpolation
16470.0 <= x < 16500.0; y_549   =      7765.00 +     -0.466667x; Piecewise Interpolation
16500.0 <= x < 16530.0; y_550   =        65.00 +      0.000000x; Piecewise Interpolation
16530.0 <= x < 16560.0; y_551   =      1167.00 +     -0.066667x; Piecewise Interpolation
16560.0 <= x < 16590.0; y_552   =     -1593.00 +      0.100000x; Piecewise Interpolation
16590.0 <= x < 16620.0; y_553   =      1725.00 +     -0.100000x; Piecewise Interpolation
16620.0 <= x < 16650.0; y_554   =     -8801.00 +      0.533333x; Piecewise Interpolation
16650.0 <= x < 16680.0; y_555   =      8404.00 +     -0.500000x; Piecewise Interpolation
16680.0 <= x < 16710.0; y_556   =      -492.00 +      0.033333x; Piecewise Interpolation
16710.0 <= x < 16740.0; y_557   =      1179.00 +     -0.066667x; Piecewise Interpolation
16740.0 <= x < 16770.0; y_558   =      -495.00 +      0.033333x; Piecewise Interpolation
16770.0 <= x < 16800.0; y_559   =        64.00 +      0.000000x; Piecewise Interpolation
16800.0 <= x < 16830.0; y_560   =        64.00 +      0.000000x; Piecewise Interpolation
16830.0 <= x < 16860.0; y_561   =     -8912.00 +      0.533333x; Piecewise Interpolation
16860.0 <= x < 16890.0; y_562   =      7386.00 +     -0.433333x; Piecewise Interpolation
16890.0 <= x < 16920.0; y_563   =     -8941.00 +      0.533333x; Piecewise Interpolation
16920.0 <= x < 16950.0; y_564   =      9671.00 +     -0.566667x; Piecewise Interpolation
16950.0 <= x < 16980.0; y_565   =     -8409.00 +      0.500000x; Piecewise Interpolation
16980.0 <= x < 17010.0; y_566   =      1213.00 +     -0.066667x; Piecewise Interpolation
17010.0 <= x < 17040.0; y_567   =      -488.00 +      0.033333x; Piecewise Interpolation
17040.0 <= x < 17070.0; y_568   =      7464.00 +     -0.433333x; Piecewise Interpolation
17070.0 <= x < 17100.0; y_569   =      2343.00 +     -0.133333x; Piecewise Interpolation
17100.0 <= x < 17130.0; y_570   =     -8487.00 +      0.500000x; Piecewise Interpolation
17130.0 <= x < 17160.0; y_571   =      8072.00 +     -0.466667x; Piecewise Interpolation
17160.0 <= x < 17190.0; y_572   =      -508.00 +      0.033333x; Piecewise Interpolation
17190.0 <= x < 17220.0; y_573   =     -7384.00 +      0.433333x; Piecewise Interpolation
17220.0 <= x < 17250.0; y_574   =        78.00 +      0.000000x; Piecewise Interpolation
17250.0 <= x < 17280.0; y_575   =      9853.00 +     -0.566667x; Piecewise Interpolation
17280.0 <= x < 17310.0; y_576   =     -3971.00 +      0.233333x; Piecewise Interpolation
17310.0 <= x < 17340.0; y_577   =      2953.00 +     -0.166667x; Piecewise Interpolation
17340.0 <= x < 17370.0; y_578   =     -6295.00 +      0.366667x; Piecewise Interpolation
17370.0 <= x < 17400.0; y_579   =      4706.00 +     -0.266667x; Piecewise Interpolation
17400.0 <= x < 17430.0; y_580   =     -1094.00 +      0.066667x; Piecewise Interpolation
17430.0 <= x < 17460.0; y_581   =     -6904.00 +      0.400000x; Piecewise Interpolation
17460.0 <= x < 17490.0; y_582   =      1826.00 +     -0.100000x; Piecewise Interpolation
